1566300793.498926, 2.560164 -1.118065 0.200000 0 0 0 1
1566300793.591799, 2.574002 -1.210437 0.200000 0 0 0 1
1566300793.702872, 2.632688 -1.283050 0.200000 0 0 0 1
1566300793.795753, 2.690873 -1.337128 0.200000 0 0 0 1
1566300793.898728, 2.748559 -1.372669 0.200000 0 0 0 1
1566300793.999150, 2.795407 -1.427053 0.200000 0 0 0 1
1566300794.096984, 2.853093 -1.462595 0.200000 0 0 0 1
1566300794.199586, 2.933952 -1.516060 0.200000 0 0 0 1
1566300794.297055, 3.026149 -1.569220 0.200000 0 0 0 1
1566300794.400687, 3.084335 -1.623297 0.200000 0 0 0 1
1566300794.491767, 3.120846 -1.715058 0.200000 0 0 0 1
1566300794.598328, 3.167695 -1.769441 0.200000 0 0 0 1
1566300794.691020, 3.226381 -1.842054 0.200000 0 0 0 1
1566300794.790967, 3.284566 -1.896132 0.200000 0 0 0 1
1566300794.889728, 3.354589 -1.968439 0.200000 0 0 0 1
1566300794.989789, 3.425612 -2.077818 0.200000 0 0 0 1
1566300795.089899, 3.486799 -2.243109 0.200000 0 0 0 1
1566300795.193871, 3.557322 -2.333952 0.200000 0 0 0 1
1566300795.297276, 3.605671 -2.443942 0.200000 0 0 0 1
1566300795.389659, 3.676694 -2.553321 0.200000 0 0 0 1
1566300795.495953, 3.736880 -2.681541 0.200000 0 0 0 1
1566300795.601181, 3.796566 -2.791225 0.200000 0 0 0 1
1566300795.696944, 3.857253 -2.937981 0.200000 0 0 0 1
1566300795.785826, 3.906102 -3.066507 0.200000 0 0 0 1
1566300795.888733, 3.931777 -3.177110 0.200000 0 0 0 1
1566300795.992328, 3.991963 -3.305330 0.200000 0 0 0 1
1566300796.104819, 4.017638 -3.415932 0.200000 0 0 0 1
1566300796.201676, 4.054651 -3.526228 0.200000 0 0 0 1
1566300796.295747, 4.069489 -3.655672 0.200000 0 0 0 1
1566300796.399701, 4.095164 -3.766274 0.200000 0 0 0 1
1566300796.481873, 4.109002 -3.858647 0.200000 0 0 0 1
1566300796.582077, 4.122840 -3.951019 0.200000 0 0 0 1
1566300796.681609, 4.124840 -4.025162 0.200000 0 0 0 1
1566300796.801647, 4.126341 -4.080769 0.200000 0 0 0 1
1566300796.895054, 4.138678 -4.117534 0.300000 0 0 0 1
1566300796.999246, 4.139678 -4.154606 0.300000 0 0 0 1
1566300797.099021, 4.129842 -4.210519 0.300000 0 0 0 1
1566300797.191459, 4.130842 -4.247590 0.300000 0 0 0 1
1566300797.296432, 4.131843 -4.284661 0.300000 0 0 0 1
1566300797.399730, 4.132843 -4.321733 0.300000 0 0 0 1
1566300797.496055, 4.133843 -4.358804 0.300000 0 0 0 1
1566300797.601934, 4.123507 -4.396181 0.300000 0 0 0 1
1566300797.690593, 4.112670 -4.415023 0.300000 0 0 0 1
1566300797.795755, 4.101833 -4.433865 0.300000 0 0 0 1
1566300797.895355, 4.101833 -4.433865 0.300000 0 0 0 1
1566300797.996621, 4.113170 -4.433559 0.300000 0 0 0 1
1566300798.096041, 4.113170 -4.433559 0.300000 0 0 0 1
1566300798.197363, 4.112170 -4.396487 0.300000 0 0 0 1
1566300798.300678, 4.123006 -4.377646 0.300000 0 0 0 1
1566300798.386004, 4.133343 -4.340268 0.300000 0 0 0 1
1566300798.500341, 4.154517 -4.284050 0.300000 0 0 0 1
1566300798.597676, 4.175690 -4.227831 0.300000 0 0 0 1
1566300798.700109, 4.207701 -4.152770 0.300000 0 0 0 1
1566300798.797063, 4.239711 -4.077710 0.300000 0 0 0 1
1566300798.879703, 4.248547 -3.984725 0.300000 0 0 0 1
1566300799.786383, 4.972115 -2.629660 0.300000 0 0 0 1
1566300799.871356, 5.103158 -2.440632 0.300000 0 0 0 1
1566300799.993698, 5.209525 -2.178074 0.300000 0 0 0 1
1566300800.080372, 5.349904 -1.914597 0.300000 0 0 0 1
1566300800.191642, 5.490283 -1.651121 0.300000 0 0 0 1
1566300800.290324, 5.653336 -1.387032 0.300000 0 0 0 1
1566300800.383879, 5.793214 -1.105020 0.300000 0 0 0 1
1566300800.493582, 5.956267 -0.840932 0.300000 0 0 0 1
1566300800.586410, 6.129656 -0.539466 0.300000 0 0 0 1
1566300800.690108, 6.292209 -0.256842 0.300000 0 0 0 1
1566300800.776274, 6.477436 0.026394 0.300000 0 0 0 1
1566300800.885921, 6.662162 0.328165 0.300000 0 0 0 1
1566300800.984192, 6.846888 0.629937 0.300000 0 0 0 1
1566300801.091605, 7.054289 0.932320 0.300000 0 0 0 1
1566300801.178028, 7.250352 1.234398 0.300000 0 0 0 1
1566300801.289600, 7.446415 1.536475 0.300000 0 0 0 1
1566300801.378532, 7.631141 1.838247 0.300000 0 0 0 1
1566300801.495141, 7.838541 2.140630 0.300000 0 0 0 1
1566300801.578183, 8.023268 2.442402 0.300000 0 0 0 1
1566300801.687039, 8.230668 2.744785 0.200000 0 0 0 1
1566300801.778655, 8.449405 3.047475 0.300000 0 0 0 1
1566300801.893779, 8.634631 3.330711 0.200000 0 0 0 1
1566300801.984399, 8.853368 3.633400 0.200000 0 0 0 1
1566300802.096460, 9.061269 3.917248 0.200000 0 0 0 1
1566300802.180100, 9.268669 4.219632 0.200000 0 0 0 1
1566300802.298023, 9.476069 4.522015 0.200000 0 0 0 1
1566300802.391509, 9.683469 4.824399 0.200000 0 0 0 1
1566300802.497886, 9.890368 5.145318 0.200000 0 0 0 1
1566300802.575107, 10.120942 5.429778 0.200000 0 0 0 1
1566300802.692309, 10.339179 5.751003 0.200000 0 0 0 1
1566300812.782917, 43.122984 59.278374 -0.600000 0 0 0 1
1566300812.881720, 43.554615 59.679557 -0.600000 0 0 0 1
1566300812.985908, 43.998083 60.062511 -0.600000 0 0 0 1
1566300813.091736, 44.454390 60.390164 -0.600000 0 0 0 1
1566300813.185434, 44.910696 60.717818 -0.600000 0 0 0 1
1566300813.285837, 45.391677 60.971940 -0.600000 0 0 0 1
1566300813.382713, 45.883995 61.226369 -0.600000 0 0 0 1
1566300813.487600, 46.355641 61.406043 -0.600000 0 0 0 1
1566300813.589559, 46.849460 61.604864 -0.600000 0 0 0 1
1566300813.686712, 47.344279 61.766614 -0.600000 0 0 0 1
1566300813.785724, 47.851937 61.873064 -0.600000 0 0 0 1
1566300813.886719, 48.359094 61.998049 -0.600000 0 0 0 1
1566300813.990536, 48.878589 62.086269 -0.600000 0 0 0 1
1566300814.090129, 49.387747 62.137111 -0.600000 0 0 0 1
1566300814.191532, 49.897906 62.150883 -0.600000 0 0 0 1
1566300814.285892, 50.407065 62.201725 -0.600000 0 0 0 1
1566300814.390234, 50.918225 62.178425 -0.600000 0 0 0 1
1566300814.490261, 51.429885 62.136590 -0.600000 0 0 0 1
1566300814.588096, 51.942546 62.057683 -0.600000 0 0 0 1
1566300814.687615, 52.455207 61.978776 -0.500000 0 0 0 1
1566300814.787249, 52.968368 61.881333 -0.500000 0 0 0 1
1566300814.886867, 53.493868 61.747125 -0.500000 0 0 0 1
1566300814.993489, 54.008530 61.594076 -0.500000 0 0 0 1
1566300815.087880, 54.524193 61.403955 -0.500000 0 0 0 1
1566300815.184682, 55.039857 61.213835 -0.500000 0 0 0 1
1566300815.293831, 55.567858 60.986949 -0.500000 0 0 0 1
1566300815.393275, 56.084522 60.759757 -0.500000 0 0 0 1
1566300815.494982, 56.624360 60.514641 -0.500000 0 0 0 1
1566300815.594305, 57.152862 60.269220 -0.500000 0 0 0 1
1566300815.694523, 57.682364 59.986727 -0.500000 0 0 0 1
1566300815.793895, 58.189693 59.685087 -0.500000 0 0 0 1
1566300815.892911, 58.708359 59.383752 -0.500000 0 0 0 1
1566300815.998209, 59.228026 59.045347 -0.500000 0 0 0 1
1566300816.092670, 59.747693 58.706941 -0.500000 0 0 0 1
1566300816.200751, 60.256524 58.349694 -0.500000 0 0 0 1
1566300816.282908, 60.776691 57.992753 -0.500000 0 0 0 1
1566300816.397340, 61.297860 57.598740 -0.500000 0 0 0 1
1566300816.496493, 61.840201 57.260947 -0.500000 0 0 0 1
1566300816.595854, 62.361369 56.866935 -0.500000 0 0 0 1
1566300816.696924, 62.904711 56.492070 -0.500000 0 0 0 1
1566300816.788495, 63.437217 56.098364 -0.500000 0 0 0 1
1566300816.884566, 63.981059 55.704964 -0.500000 0 0 0 1
1566300816.985536, 64.525402 55.293028 -0.500000 0 0 0 1
1566300817.097694, 65.069245 54.899628 -0.500000 0 0 0 1
1566300817.200381, 65.612587 54.524764 -0.500000 0 0 0 1
1566300817.296552, 66.191442 54.095211 -0.500000 0 0 0 1
1566300817.394439, 66.758459 53.683888 -0.500000 0 0 0 1
1566300817.479188, 67.336813 53.272871 -0.500000 0 0 0 1
1566300817.594570, 67.916168 52.824782 -0.400000 0 0 0 1
1566300817.679944, 68.494022 52.432301 -0.500000 0 0 0 1
1566300817.796866, 69.105887 52.040738 -0.500000 0 0 0 1
1566300817.886048, 69.707415 51.611797 -0.400000 0 0 0 1
1566300817.986178, 70.307943 51.219928 -0.400000 0 0 0 1
1566300818.093289, 70.920309 50.809830 -0.400000 0 0 0 1
1566300818.183258, 71.532174 50.418267 -0.400000 0 0 0 1
1566300818.291658, 72.144039 50.026704 -0.400000 0 0 0 1
1566300818.381552, 72.755904 49.635141 -0.400000 0 0 0 1
1566300818.491084, 73.356433 49.243273 -0.400000 0 0 0 1
1566300818.584086, 73.967798 48.870246 -0.400000 0 0 0 1
1566300818.686220, 74.579163 48.497219 -0.400000 0 0 0 1
1566300818.769013, 75.190028 48.142728 -0.400000 0 0 0 1
1566300818.880249, 75.789556 47.787931 -0.400000 0 0 0 1
1566300818.976077, 76.423095 47.434053 -0.400000 0 0 0 1
1566300819.100445, 77.067470 47.099016 -0.400000 0 0 0 1
1566300819.194020, 77.711845 46.763979 -0.300000 0 0 0 1
1566300819.296360, 78.367558 46.429249 -0.300000 0 0 0 1
1566300819.379574, 79.034107 46.113360 -0.300000 0 0 0 1
1566300819.495373, 79.723330 45.798083 -0.300000 0 0 0 1
1566300819.579108, 80.412052 45.501343 -0.300000 0 0 0 1
1566300819.688456, 81.123448 45.205214 -0.300000 0 0 0 1
1566300819.785774, 81.846182 44.909392 -0.300000 0 0 0 1
1566300819.886280, 82.568415 44.632106 -0.300000 0 0 0 1
1566300819.980317, 83.301985 44.355126 -0.300000 0 0 0 1
1566300820.102619, 84.058229 44.078758 -0.300000 0 0 0 1
1566300820.180262, 84.824809 43.839767 -0.300000 0 0 0 1
1566300820.303571, 85.614563 43.582854 -0.300000 0 0 0 1
1566300820.378950, 86.392480 43.344170 -0.300000 0 0 0 1
1566300820.485315, 87.203908 43.124940 -0.300000 0 0 0 1
1566300820.587182, 88.003998 42.905404 -0.300000 0 0 0 1
1566300820.685919, 88.826262 42.705017 -0.300000 0 0 0 1
1566300820.790028, 89.637189 42.504323 -0.300000 0 0 0 1
1566300820.882266, 90.481627 42.323083 -0.300000 0 0 0 1
1566300820.997054, 91.348738 42.142456 -0.200000 0 0 0 1
1566300821.084735, 92.203511 41.998594 -0.200000 0 0 0 1
1566300821.197085, 93.080959 41.855345 -0.200000 0 0 0 1
1566300821.293164, 93.958406 41.712096 -0.200000 0 0 0 1
1566300821.393745, 94.846690 41.587688 -0.200000 0 0 0 1
1566300821.478795, 95.745811 41.482123 -0.200000 0 0 0 1
1566300821.592856, 96.656268 41.376864 -0.200000 0 0 0 1
1566300821.681806, 97.566225 41.290141 -0.200000 0 0 0 1
1566300821.788511, 98.487518 41.203724 -0.200000 0 0 0 1
1566300821.878148, 99.420650 41.099078 -0.200000 0 0 0 1
1566300821.992694, 100.340943 41.049733 -0.200000 0 0 0 1
1566300822.082990, 101.306082 41.020148 -0.200000 0 0 0 1
1566300822.193204, 102.237712 40.971109 -0.200000 0 0 0 1
1566300822.278913, 103.180178 40.940913 -0.200000 0 0 0 1
1566300822.387056, 104.134482 40.892487 -0.200000 0 0 0 1
1566300822.477845, 105.100123 40.844367 -0.200000 0 0 0 1
1566300822.593919, 106.054426 40.795941 -0.200000 0 0 0 1
1566300822.679305, 107.020067 40.747822 -0.200000 0 0 0 1
1566300822.796083, 107.986208 40.681167 -0.200000 0 0 0 1
1566300822.892871, 108.951348 40.651584 -0.200000 0 0 0 1
1566300823.000827, 109.928326 40.603771 -0.200000 0 0 0 1
1566300823.083396, 110.917642 40.519194 -0.200000 0 0 0 1
1566300823.200566, 111.905957 40.471688 -0.200000 0 0 0 1
1566300823.293187, 112.882934 40.423876 -0.200000 0 0 0 1
1566300823.396216, 113.871249 40.376370 -0.200000 0 0 0 1
1566300823.495423, 114.870901 40.329171 -0.200000 0 0 0 1
1566300823.597514, 115.871053 40.263436 -0.200000 0 0 0 1
1566300823.693564, 116.882042 40.216544 -0.200000 0 0 0 1
1566300823.786506, 117.882194 40.150809 -0.200000 0 0 0 1
1566300823.886991, 118.904520 40.104223 -0.200000 0 0 0 1
1566300823.990843, 119.916009 40.038796 -0.200000 0 0 0 1
1566300824.099017, 120.938335 39.992210 -0.200000 0 0 0 1
1566300824.793809, 128.132631 39.518750 -0.100000 0 0 0 1
1566300824.891741, 129.167295 39.435401 -0.200000 0 0 0 1
1566300824.995661, 130.190622 39.351746 -0.200000 0 0 0 1
1566300825.093515, 131.213449 39.286627 -0.200000 0 0 0 1
1566300825.192975, 132.247112 39.240350 -0.100000 0 0 0 1
1566300825.292136, 133.269438 39.193766 -0.100000 0 0 0 1
1566300825.394662, 134.281429 39.109806 -0.100000 0 0 0 1
1566300825.493145, 135.293419 39.025846 -0.100000 0 0 0 1
1566300825.598451, 136.305410 38.941886 -0.100000 0 0 0 1
1566300825.691634, 137.317400 38.857926 -0.100000 0 0 0 1
1566300825.789287, 138.329391 38.773966 -0.100000 0 0 0 1
1566300825.888761, 139.342383 38.652936 -0.100000 0 0 0 1
1566300825.990269, 140.365711 38.569283 -0.100000 0 0 0 1
1566300826.098692, 141.355028 38.484711 -0.100000 0 0 0 1
1566300826.199242, 142.344345 38.400140 -0.100000 0 0 0 1
1566300826.296971, 143.333662 38.315569 -0.100000 0 0 0 1
1566300826.393574, 144.334817 38.212769 -0.100000 0 0 0 1
1566300826.477926, 145.312797 38.127892 -0.100000 0 0 0 1
1566300826.578927, 146.302114 38.043321 -0.100000 0 0 0 1
1566300826.698546, 147.268757 37.958139 -0.100000 0 0 0 1
1566300826.793287, 148.235401 37.872956 -0.100000 0 0 0 1
1566300826.888198, 149.202545 37.769238 -0.100000 0 0 0 1
1566300826.997276, 150.157852 37.683750 -0.100000 0 0 0 1
